88,88,88,88,88,88
95.153716,94.708362,91.853019,87.772561,83.993374,81.7595
93.609674,97.674839,98.196657,94.969774,89.44185,83.811828
97.112406,98.180488,99.23014,96.008484,90.113102,83.833124
97.38827,98.094564,98.602465,94.737491,88.265508,81.553883
96.038522,96.601365,96.986024,93.091481,86.661867,80.022301
99.492314,99.739545,99.836107,95.561029,88.728086,81.726182
100.570088,99.527605,99.192476,95.62723,93.097814,82.154258
100.198962,98.686041,99.35465,96.021759,93.22685,78.959905
100.388017,100.141077,103.213739,97.548816,95.20929,79.184069
101.141386,101.735154,104.401475,97.197965,93.267263,78.421401
99.636254,104.890588,102.79596,96.444632,95.027533,77.857093
98.004525,104.240824,108.136068,95.625963,94.678273,79.811027
95.826091,107.052898,109.04793,94.138215,94.572642,83.525275
92.571067,105.673795,111.410051,94.572002,93.648355,83.410999
94.421654,106.176083,112.59316,96.128831,95.857713,86.339745
97.374838,106.803306,113.824033,97.463836,97.404517,87.985745
96.048685,106.903888,114.320793,94.194424,97.892255,89.627125
96.85394,105.727234,114.681259,95.630686,95.125141,91.087284
99.257266,106.102662,112.167596,95.813833,97.102113,90.645299
98.72511,108.664126,112.292117,93.817194,97.482424,92.395357
101.202385,112.039814,114.28869,93.760576,96.467403,91.734902
104.62786,112.358099,112.434123,92.048005,95.686679,91.903219
103.657489,110.447379,110.593206,91.155953,92.923014,91.368948
100.616147,108.750185,110.235634,91.490819,96.063354,94.093411
100.320273,107.522639,110.435916,92.219094,96.665651,97.365137
100.677607,110.812451,113.035175,93.536205,97.119999,98.054321
99.194645,113.104482,113.418375,91.153993,98.76338,99.972206
97.866854,111.98285,116.277638,90.622135,96.413808,102.67347
95.650468,112.827384,114.723851,92.654013,95.764424,103.881076
93.703207,113.716363,112.846407,95.618805,94.652763,106.322899
90.969653,110.987201,111.275734,95.27949,94.778597,108.97428
89.761987,111.394284,112.660082,96.474791,95.169787,111.582221
89.277435,109.064984,111.374317,96.135798,93.930542,110.901867
89.707473,111.365983,113.005553,96.742805,96.468252,112.864232
89.565961,110.525126,111.527385,95.123832,94.793794,111.247905
88.482865,109.26111,110.656375,94.978062,95.401797,112.863096
90.428796,111.414904,112.147043,95.482281,95.159069,111.932407
90.796945,110.771485,110.713494,93.975051,93.760908,110.768314
88.690091,112.924685,111.340564,90.711593,94.229285,110.502272
88.572782,110.667676,115.064117,88.954844,94.088413,111.642284
86.222604,112.718253,116.251015,87.314907,94.47466,112.878387
87.32372,114.878112,113.988659,87.163687,95.992716,112.143183
87.456502,118.12608,114.048054,85.315555,95.597319,114.074299
86.249728,118.277193,115.066496,85.462514,91.67482,113.827223
88.033803,120.162432,116.435109,86.128964,95.105194,116.313122
86.365275,118.348088,115.086847,85.46926,91.272248,113.459009
87.904149,117.445305,117.499327,84.742204,91.564312,113.463821
88.987717,116.533307,121.215849,82.964014,92.871322,108.524468
88.128725,115.595607,122.325131,81.335797,95.2202,108.392385
86.240698,119.957267,121.503715,81.417203,96.970328,107.842551
85.15512,120.216465,123.009939,78.393106,98.38495,107.379126
86.250417,115.762727,124.742108,78.171787,97.304861,111.615775
85.914926,118.466411,122.134617,77.481459,100.297892,111.250934
85.161779,118.613025,126.970886,76.438915,99.998255,112.384881
84.583445,116.679085,125.426185,77.366748,101.109178,114.649135
84.96729,116.176654,122.639926,74.406274,100.57633,115.396626
82.705203,115.064877,120.262462,74.123815,100.159048,115.524823
82.880428,114.759691,118.479146,73.654896,97.954194,115.064261
84.133506,113.439245,114.830458,73.482676,100.07684,116.036136
87.680002,114.951709,113.8625,72.547305,98.421135,116.488953
90.259299,115.485818,113.670419,71.103886,97.379029,113.820811
86.906987,113.843878,110.847859,68.127255,96.389059,112.72481
85.773122,115.544662,106.814223,68.541126,97.169532,108.105623
87.639751,115.218178,104.372036,70.25212,96.005698,109.262887
89.043861,115.519046,106.486719,70.508978,95.651319,108.496191
87.924334,115.54188,107.727509,71.019648,98.091524,109.371619
89.403404,114.728531,107.834244,71.294079,97.808227,113.010555
91.13394,112.622071,109.62819,70.536345,98.279895,110.631324
91.937622,111.681006,108.077914,70.015721,98.471835,116.432667
93.719238,113.450595,108.295322,69.447193,97.762134,113.801964
93.412733,109.920112,108.377076,72.461329,98.30335,113.109697
94.637322,109.426424,106.562517,72.151387,100.401396,113.443821
93.352286,110.431581,103.015543,73.421359,99.982832,113.216057
94.218767,110.38792,101.658842,74.888775,98.253781,114.494131
91.459702,110.885805,104.121781,74.305617,96.612763,115.693737
91.596202,113.939851,103.492967,72.836768,97.564592,117.393789
90.480143,117.657086,102.437303,73.586056,97.72671,115.641856
89.430753,118.145698,103.11444,71.926031,98.263749,114.241906
86.478679,116.069205,102.783075,73.330018,100.695189,116.347196
86.425551,117.690128,104.214583,76.666302,102.056171,116.03264
88.668042,115.73653,104.917326,76.791945,99.276269,119.531404
88.881431,116.925404,103.598014,77.45994,96.363642,120.376306
92.26535,117.9267,103.419073,74.643022,94.808215,117.72033
91.496363,116.656405,100.907447,71.987318,94.746535,119.811862
91.288689,117.115446,100.5015,72.404272,94.184357,120.743963
91.863722,116.398771,101.250304,71.902278,94.936511,119.875104
91.545397,118.466934,100.738686,69.34204,95.988579,120.604078
92.195426,118.841381,98.202449,71.036468,96.772373,118.136643
94.102791,117.517965,97.906414,73.880445,95.957172,116.317341
95.062171,118.861865,97.148326,73.810019,98.539828,114.851263
94.468223,119.081428,98.966477,73.506348,95.787418,114.776915
96.207559,119.250459,97.502168,72.841022,96.352188,116.609189
98.885529,119.544302,95.044576,73.015593,98.4149,116.418472
97.841355,120.97149,95.00616,72.451716,99.444254,116.772689
96.466859,122.987858,96.709347,71.768654,98.596656,119.185425
96.342155,118.582055,98.19941,72.248778,95.484729,119.298129
97.521562,122.893632,99.153121,72.22493,92.475849,117.614979
95.854204,122.415446,100.036144,73.97081,94.96114,117.343824
96.85725,122.120929,99.690159,74.664677,94.526089,116.014083
95.226422,122.046581,102.039699,74.687586,92.116007,116.586013
94.858056,115.945691,98.047155,71.993971,88.999322,112.881833
95.192801,119.478377,99.819602,72.853142,89.629892,113.217892
97.83038,119.240428,97.282259,74.383745,89.391593,112.850024
99.569242,117.319717,100.289282,74.420307,89.107543,115.623929
98.623327,115.191646,102.366591,74.368676,87.99604,116.610102
97.258066,119.439514,102.403986,74.244064,89.703118,116.770513
98.275068,116.173283,103.265868,75.633126,88.255902,116.235796
95.42148,116.217033,105.812774,74.640471,87.280357,118.299899
96.921362,116.99515,104.809141,74.042768,87.689008,119.146259
97.335114,115.561636,104.034344,74.595028,88.437255,118.966764
99.890139,119.914904,104.873352,75.096014,88.202626,116.233109
